task,theorem,source_file,proof_found,steps_kind,steps,max_depth,transitive_deps,deps_seed_size,obligations,composer_gt_proof_steps,composer_verdict,deps_error,obligations_error
tlaplus_examples_PaxosHowToWinATuringAward/Voting_Implementation.tla,Implementation,source/tlaplus_examples_PaxosHowToWinATuringAward/Voting.tla,True,Structured,3,1,17,2,7,3,FAIL,,
tlaplus_examples_PaxosHowToWinATuringAward/Voting_Invariance.tla,Invariance,source/tlaplus_examples_PaxosHowToWinATuringAward/Voting.tla,True,Structured,3,1,9,1,6,6,FAIL,,
tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof_AllSafeAtZero_T.tla,AllSafeAtZero_T,source/tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof.tla,True,Direct,0,0,5,1,1,0,PASS,,
tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof_ChoosableThm_T.tla,ChoosableThm_T,source/tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof.tla,True,Structured,3,1,5,2,6,3,PASS,,
tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof_OneValuePerBallotApply.tla,OneValuePerBallotApply,source/tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof.tla,True,Direct,0,0,3,1,1,0,PASS,,
tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof_QuorumIntersect.tla,QuorumIntersect,source/tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof.tla,True,Structured,4,1,0,1,11,4,PASS,,
tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof_QuorumNonEmpty.tla,QuorumNonEmpty,source/tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof.tla,True,Direct,0,0,0,1,2,0,PASS,,
tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof_ShowsSafety_T.tla,ShowsSafety_T,source/tlaplus_examples_PaxosHowToWinATuringAward/Voting_proof.tla,True,Structured,38,3,12,11,104,38,FAIL,,
tlaplus_examples_ReadersWriters/ReadersWriters_proof_SafetyCorrect.tla,SafetyCorrect,source/tlaplus_examples_ReadersWriters/ReadersWriters_proof.tla,True,Structured,6,2,22,7,12,6,PASS,,
tlaplus_examples_ReadersWriters/ReadersWriters_proof_SafetyStep.tla,SafetyStep,source/tlaplus_examples_ReadersWriters/ReadersWriters_proof.tla,True,Structured,90,5,18,21,176,90,PASS,,
tlaplus_examples_ReadersWriters/ReadersWriters_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_ReadersWriters/ReadersWriters_proof.tla,True,Structured,36,4,19,14,60,36,PASS,,
tlaplus_examples_SpanningTree/SpanTree_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_SpanningTree/SpanTree_proof.tla,True,Structured,19,3,6,7,38,19,PASS,,
tlaplus_examples_SpecifyingSystems_AsynchronousInterface/AsynchInterface_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_SpecifyingSystems_AsynchronousInterface/AsynchInterface_proof.tla,True,Structured,3,1,6,6,6,3,PASS,,
tlaplus_examples_SpecifyingSystems_AsynchronousInterface/Channel_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_SpecifyingSystems_AsynchronousInterface/Channel_proof.tla,True,Structured,3,1,6,6,6,3,PASS,,
tlaplus_examples_SpecifyingSystems_CachingMemory/InternalMemory_proof_InvInductive.tla,InvInductive,source/tlaplus_examples_SpecifyingSystems_CachingMemory/InternalMemory_proof.tla,True,Structured,22,4,10,10,49,22,PASS,,
tlaplus_examples_SpecifyingSystems_CachingMemory/InternalMemory_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_SpecifyingSystems_CachingMemory/InternalMemory_proof.tla,True,Direct,0,0,11,2,3,0,PASS,,
tlaplus_examples_SpecifyingSystems_FIFO/InnerFIFO_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_SpecifyingSystems_FIFO/InnerFIFO_proof.tla,True,Structured,11,2,10,10,22,11,PASS,,
tlaplus_examples_SpecifyingSystems_HourClock/HourClock_proof_HCini_Invariant.tla,HCini_Invariant,source/tlaplus_examples_SpecifyingSystems_HourClock/HourClock_proof.tla,True,Structured,3,1,3,3,6,3,PASS,,
tlaplus_examples_SpecifyingSystems_TLC/AlternatingBit_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_SpecifyingSystems_TLC/AlternatingBit_proof.tla,True,Structured,14,2,18,17,40,14,PASS,,
tlaplus_examples_TeachingConcurrency/SimpleRegular_Correctness.tla,Correctness,source/tlaplus_examples_TeachingConcurrency/SimpleRegular.tla,True,Structured,15,3,13,14,27,15,FAIL,,
tlaplus_examples_TeachingConcurrency/SimpleRegular_Correctness2.tla,Correctness2,source/tlaplus_examples_TeachingConcurrency/SimpleRegular.tla,True,Structured,5,1,13,16,10,5,FAIL,,
tlaplus_examples_TeachingConcurrency/SimpleRegular_proof_InvInvariant.tla,InvInvariant,source/tlaplus_examples_TeachingConcurrency/SimpleRegular_proof.tla,True,Structured,14,3,12,13,25,14,FAIL,,
tlaplus_examples_TeachingConcurrency/SimpleRegular_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_TeachingConcurrency/SimpleRegular_proof.tla,True,Structured,15,3,12,13,27,15,PASS,,
tlaplus_examples_TeachingConcurrency/Simple_Correctness.tla,Correctness,source/tlaplus_examples_TeachingConcurrency/Simple.tla,True,Structured,10,2,12,13,20,15,FAIL,,
tlaplus_examples_TeachingConcurrency/Simple_Correctness2.tla,Correctness2,source/tlaplus_examples_TeachingConcurrency/Simple.tla,True,Structured,5,1,12,13,9,5,PASS,,
tlaplus_examples_TeachingConcurrency/Simple_proof_InvInvariant.tla,InvInvariant,source/tlaplus_examples_TeachingConcurrency/Simple_proof.tla,True,Structured,4,1,11,12,7,14,PASS,,
tlaplus_examples_TeachingConcurrency/Simple_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_TeachingConcurrency/Simple_proof.tla,True,Structured,5,1,11,12,9,15,PASS,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_AcceptMsgInv.tla,AcceptMsgInv,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,128,8,31,19,327,128,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_Consistent.tla,Consistent,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,11,3,48,11,26,11,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_Invariant.tla,Invariant,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,105,7,44,31,241,105,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_MaxBigger.tla,MaxBigger,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Direct,0,0,2,2,1,0,PASS,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_MaxTypeOK.tla,MaxTypeOK,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Direct,0,0,3,3,1,0,PASS,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_MsgNotLost.tla,MsgNotLost,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,9,2,17,8,19,9,PASS,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_NoneNotAValue.tla,NoneNotAValue,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Direct,0,0,1,2,2,0,PASS,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_OnMessageAccInv.tla,OnMessageAccInv,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,132,7,22,20,317,132,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_OnMessageBiggerProperty.tla,OnMessageBiggerProperty,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,3,1,10,4,7,3,PASS,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_OnMessageMsgInv.tla,OnMessageMsgInv,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,53,5,32,20,120,53,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_PrepareMsgInv.tla,PrepareMsgInv,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,65,5,29,16,158,65,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_SafeAtStable.tla,SafeAtStable,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,62,4,28,21,160,62,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_UpdateStateBiggerProperty.tla,UpdateStateBiggerProperty,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Direct,0,0,8,6,1,0,PASS,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_UpdateStateMsgInv.tla,UpdateStateMsgInv,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,156,7,31,16,366,156,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_UpdateStateTypeOKProperty.tla,UpdateStateTypeOKProperty,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,6,1,9,8,9,6,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_UpdateStateValue.tla,UpdateStateValue,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,24,3,16,10,47,24,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_UpdateStateViewValue.tla,UpdateStateViewValue,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Structured,49,6,16,11,137,49,FAIL,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_VotedInv.tla,VotedInv,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Direct,0,0,11,4,1,0,PASS,,
tlaplus_examples_TencentPaxos/TPaxosWithProof_VotedOnce.tla,VotedOnce,source/tlaplus_examples_TencentPaxos/TPaxosWithProof.tla,True,Direct,0,0,8,2,1,0,PASS,,
tlaplus_examples_Termination/Termination_proof_Invariant1.tla,Invariant1,source/tlaplus_examples_Termination/Termination_proof.tla,True,Structured,18,4,11,10,37,18,PASS,,
tlaplus_examples_Termination/Termination_proof_Invariant2.tla,Invariant2,source/tlaplus_examples_Termination/Termination_proof.tla,True,Structured,57,6,14,15,159,57,FAIL,,
tlaplus_examples_Termination/Termination_proof_Invariant3.tla,Invariant3,source/tlaplus_examples_Termination/Termination_proof.tla,True,Structured,3,1,11,10,8,3,PASS,,
tlaplus_examples_Termination/Termination_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_Termination/Termination_proof.tla,True,Structured,13,4,9,7,27,13,PASS,,
tlaplus_examples_TwoPhase/TwoPhase_Implementation.tla,Implementation,source/tlaplus_examples_TwoPhase/TwoPhase.tla,True,Structured,9,2,7,7,20,9,PASS,,
tlaplus_examples_allocator/AllocatorImplementation_proof_DropType.tla,DropType,source/tlaplus_examples_allocator/AllocatorImplementation_proof.tla,True,Structured,3,1,3,3,8,3,PASS,,
tlaplus_examples_allocator/AllocatorImplementation_proof_PermSeqsType.tla,PermSeqsType,source/tlaplus_examples_allocator/AllocatorImplementation_proof.tla,True,Structured,24,3,5,13,49,24,PASS,,
tlaplus_examples_allocator/AllocatorImplementation_proof_PermsFnRec.tla,PermsFnRec,source/tlaplus_examples_allocator/AllocatorImplementation_proof.tla,True,Structured,25,4,3,13,61,25,PASS,,
tlaplus_examples_allocator/AllocatorImplementation_proof_PermsRecNonempty.tla,PermsRecNonempty,source/tlaplus_examples_allocator/AllocatorImplementation_proof.tla,True,Structured,5,1,1,1,8,5,PASS,,
tlaplus_examples_allocator/AllocatorImplementation_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_allocator/AllocatorImplementation_proof.tla,True,Structured,27,3,28,19,68,27,FAIL,,
tlaplus_examples_allocator/SchedulingAllocator_proof_DropType.tla,DropType,source/tlaplus_examples_allocator/SchedulingAllocator_proof.tla,True,Structured,3,1,3,3,8,3,PASS,,
tlaplus_examples_allocator/SchedulingAllocator_proof_Mutex.tla,Mutex,source/tlaplus_examples_allocator/SchedulingAllocator_proof.tla,True,Structured,45,5,26,18,106,45,FAIL,,
tlaplus_examples_allocator/SchedulingAllocator_proof_PermSeqsIsPermsFn.tla,PermSeqsIsPermsFn,source/tlaplus_examples_allocator/SchedulingAllocator_proof.tla,True,Direct,0,0,3,3,2,0,PASS,,
tlaplus_examples_allocator/SchedulingAllocator_proof_PermSeqsType.tla,PermSeqsType,source/tlaplus_examples_allocator/SchedulingAllocator_proof.tla,True,Structured,24,3,6,13,49,24,PASS,,
tlaplus_examples_allocator/SchedulingAllocator_proof_PermsFnRec.tla,PermsFnRec,source/tlaplus_examples_allocator/SchedulingAllocator_proof.tla,True,Structured,25,4,3,13,61,25,PASS,,
tlaplus_examples_allocator/SchedulingAllocator_proof_PermsRecNonempty.tla,PermsRecNonempty,source/tlaplus_examples_allocator/SchedulingAllocator_proof.tla,True,Structured,5,1,1,1,8,5,PASS,,
tlaplus_examples_allocator/SchedulingAllocator_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_allocator/SchedulingAllocator_proof.tla,True,Structured,23,3,24,15,55,27,PASS,,
tlaplus_examples_allocator/SimpleAllocator_proof_Mutex.tla,Mutex,source/tlaplus_examples_allocator/SimpleAllocator_proof.tla,True,Structured,34,5,11,11,75,45,PASS,,
tlaplus_examples_allocator/SimpleAllocator_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_allocator/SimpleAllocator_proof.tla,True,Structured,10,2,9,8,19,27,PASS,,
tlaplus_examples_barriers/Barriers_AllProcsInRdv.tla,AllProcsInRdv,source/tlaplus_examples_barriers/Barriers.tla,True,Structured,6,1,3,5,12,6,PASS,,
tlaplus_examples_barriers/Barriers_AllProcsNotInRdv.tla,AllProcsNotInRdv,source/tlaplus_examples_barriers/Barriers.tla,True,Structured,5,1,8,4,11,5,PASS,,
tlaplus_examples_barriers/Barriers_BarrierExclusion.tla,BarrierExclusion,source/tlaplus_examples_barriers/Barriers.tla,True,Direct,0,0,8,2,2,0,PASS,,
tlaplus_examples_barriers/Barriers_BarrierExclusion2.tla,BarrierExclusion2,source/tlaplus_examples_barriers/Barriers.tla,True,Direct,0,0,9,3,2,0,PASS,,
tlaplus_examples_barriers/Barriers_FS_NonEmptySet.tla,FS_NonEmptySet,source/tlaplus_examples_barriers/Barriers.tla,True,Direct,0,0,0,2,3,0,PASS,,
tlaplus_examples_barriers/Barriers_FS_TwoElements.tla,FS_TwoElements,source/tlaplus_examples_barriers/Barriers.tla,True,Structured,11,2,1,3,23,11,PASS,,
tlaplus_examples_barriers/Barriers_FlushInvariant.tla,FlushInvariant,source/tlaplus_examples_barriers/Barriers.tla,True,Structured,61,4,40,33,130,61,FAIL,,
tlaplus_examples_barriers/Barriers_Invariant.tla,Invariant,source/tlaplus_examples_barriers/Barriers.tla,True,Structured,255,5,38,41,623,255,FAIL,,
tlaplus_examples_barriers/Barriers_LockExclusion.tla,LockExclusion,source/tlaplus_examples_barriers/Barriers.tla,True,Structured,21,2,25,21,50,21,PASS,,
tlaplus_examples_barriers/Barriers_ProcSetSubSetsBound.tla,ProcSetSubSetsBound,source/tlaplus_examples_barriers/Barriers.tla,True,Structured,6,1,7,8,14,6,PASS,,
tlaplus_examples_barriers/Barriers_Typing.tla,Typing,source/tlaplus_examples_barriers/Barriers.tla,True,Structured,4,1,22,20,7,4,PASS,,
tlaplus_examples_bcastByz/bcastByz_FCConstraints_TypeOK_IndInv_Unforg_NoBcast.tla,FCConstraints_TypeOK_IndInv_Unforg_NoBcast,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Direct,0,0,6,1,1,0,PASS,,
tlaplus_examples_bcastByz/bcastByz_FCConstraints_TypeOK_IndInv_Unforg_NoBcast_TLC.tla,FCConstraints_TypeOK_IndInv_Unforg_NoBcast_TLC,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,34,3,9,13,84,34,PASS,,
tlaplus_examples_bcastByz/bcastByz_FCConstraints_TypeOK_Init.tla,FCConstraints_TypeOK_Init,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,36,2,9,13,96,36,PASS,,
tlaplus_examples_bcastByz/bcastByz_FCConstraints_TypeOK_InitNoBcast.tla,FCConstraints_TypeOK_InitNoBcast,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,37,2,10,14,96,37,PASS,,
tlaplus_examples_bcastByz/bcastByz_FCConstraints_TypeOK_Next.tla,FCConstraints_TypeOK_Next,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,134,6,14,14,295,134,FAIL,,
tlaplus_examples_bcastByz/bcastByz_FCConstraints_TypeOK_SpecNoBcast.tla,FCConstraints_TypeOK_SpecNoBcast,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,3,1,22,3,8,3,PASS,,
tlaplus_examples_bcastByz/bcastByz_NTFRel.tla,NTFRel,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Direct,0,0,0,1,2,0,PASS,,
tlaplus_examples_bcastByz/bcastByz_ProcProp.tla,ProcProp,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Direct,0,0,2,3,4,,PASS,,
tlaplus_examples_bcastByz/bcastByz_UMFS_CardinalityType.tla,UMFS_CardinalityType,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,6,1,0,2,13,6,PASS,,
tlaplus_examples_bcastByz/bcastByz_Unforg_Step1.tla,Unforg_Step1,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,5,1,12,4,8,5,PASS,,
tlaplus_examples_bcastByz/bcastByz_Unforg_Step2.tla,Unforg_Step2,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,91,7,17,17,174,91,PASS,,
tlaplus_examples_bcastByz/bcastByz_Unforg_Step3.tla,Unforg_Step3,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,7,1,7,2,13,7,PASS,,
tlaplus_examples_bcastByz/bcastByz_Unforg_Step4.tla,Unforg_Step4,source/tlaplus_examples_bcastByz/bcastByz.tla,True,Structured,5,1,27,4,14,5,PASS,,
tlaplus_examples_byihive/VoucherLifeCycle_proof_Spec_TypeOK_Consistent.tla,Spec_TypeOK_Consistent,source/tlaplus_examples_byihive/VoucherLifeCycle_proof.tla,True,Structured,3,1,10,10,6,3,PASS,,
tlaplus_examples_byzpaxos/BPConProof_BMessageLemma.tla,BMessageLemma,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,2,1,9,5,3,2,PASS,,
tlaplus_examples_byzpaxos/BPConProof_FiniteMsgsLemma.tla,FiniteMsgsLemma,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,3,1,2,3,11,3,PASS,,
tlaplus_examples_byzpaxos/BPConProof_FiniteSetHasMax.tla,FiniteSetHasMax,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,7,2,0,3,11,7,PASS,,
tlaplus_examples_byzpaxos/BPConProof_Invariance.tla,Invariance,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,145,8,64,45,428,145,FAIL,,
tlaplus_examples_byzpaxos/BPConProof_KnowsSafeAtDef.tla,KnowsSafeAtDef,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Direct,0,0,4,4,1,0,PASS,,
tlaplus_examples_byzpaxos/BPConProof_MaxBallotLemma1.tla,MaxBallotLemma1,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,4,1,4,2,11,4,PASS,,
tlaplus_examples_byzpaxos/BPConProof_MaxBallotLemma2.tla,MaxBallotLemma2,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,22,3,5,5,59,22,FAIL,,
tlaplus_examples_byzpaxos/BPConProof_MaxBallotProp.tla,MaxBallotProp,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,5,2,3,3,11,5,PASS,,
tlaplus_examples_byzpaxos/BPConProof_MsgsLemma.tla,MsgsLemma,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,65,4,34,26,159,65,FAIL,,
tlaplus_examples_byzpaxos/BPConProof_MsgsTypeLemma.tla,MsgsTypeLemma,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Direct,0,0,10,7,1,0,PASS,,
tlaplus_examples_byzpaxos/BPConProof_MsgsTypeLemmaPrime.tla,MsgsTypeLemmaPrime,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,2,1,11,1,5,2,PASS,,
tlaplus_examples_byzpaxos/BPConProof_NextDef.tla,NextDef,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,4,1,23,11,9,4,PASS,,
tlaplus_examples_byzpaxos/BPConProof_PMaxBalLemma3.tla,PMaxBalLemma3,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,5,2,14,7,9,5,PASS,,
tlaplus_examples_byzpaxos/BPConProof_PNextDef.tla,PNextDef,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,3,1,32,6,9,3,FAIL,,
tlaplus_examples_byzpaxos/BPConProof_PmaxBalLemma1.tla,PmaxBalLemma1,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Direct,0,0,3,2,2,0,PASS,,
tlaplus_examples_byzpaxos/BPConProof_PmaxBalLemma2.tla,PmaxBalLemma2,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Direct,0,0,3,2,1,0,PASS,,
tlaplus_examples_byzpaxos/BPConProof_PmaxBalLemma4.tla,PmaxBalLemma4,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Structured,11,2,20,7,23,11,PASS,,
tlaplus_examples_byzpaxos/BPConProof_PmaxBalLemma5.tla,PmaxBalLemma5,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Direct,0,0,19,4,3,0,PASS,,
tlaplus_examples_byzpaxos/BPConProof_QuorumTheorem.tla,QuorumTheorem,source/tlaplus_examples_byzpaxos/BPConProof.tla,True,Direct,0,0,2,5,3,0,PASS,,
tlaplus_examples_byzpaxos/Consensus_EnabledDef.tla,EnabledDef,source/tlaplus_examples_byzpaxos/Consensus.tla,True,Direct,0,0,2,4,3,0,PASS,,
tlaplus_examples_byzpaxos/Consensus_InductiveInvariance.tla,InductiveInvariance,source/tlaplus_examples_byzpaxos/Consensus.tla,True,Structured,4,1,4,5,9,87,PASS,,
tlaplus_examples_byzpaxos/Consensus_Invariance.tla,Invariance,source/tlaplus_examples_byzpaxos/Consensus.tla,True,Structured,2,1,7,6,6,145,PASS,,
tlaplus_examples_byzpaxos/Consensus_LiveSpecEquals.tla,LiveSpecEquals,source/tlaplus_examples_byzpaxos/Consensus.tla,True,Direct,0,0,6,4,4,0,FAIL,,
tlaplus_examples_byzpaxos/Consensus_Liveness.tla,Liveness,source/tlaplus_examples_byzpaxos/Consensus.tla,True,Structured,5,1,7,6,9,149,FAIL,,
tlaplus_examples_byzpaxos/PConProof_NextDef.tla,NextDef,source/tlaplus_examples_byzpaxos/PConProof.tla,True,Structured,3,1,16,11,10,4,PASS,,
tlaplus_examples_byzpaxos/VoteProof_FiniteSetHasMax.tla,FiniteSetHasMax,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,7,2,0,3,11,7,PASS,,
tlaplus_examples_byzpaxos/VoteProof_InductiveInvariance.tla,InductiveInvariance,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,87,7,19,18,209,87,PASS,,
tlaplus_examples_byzpaxos/VoteProof_InitImpliesInv.tla,InitImpliesInv,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Direct,0,0,11,9,1,0,PASS,,
tlaplus_examples_byzpaxos/VoteProof_Liveness.tla,Liveness,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,149,7,39,39,286,149,FAIL,,
tlaplus_examples_byzpaxos/VoteProof_NextDef.tla,NextDef,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,4,1,10,7,8,4,PASS,,
tlaplus_examples_byzpaxos/VoteProof_QuorumNonEmpty.tla,QuorumNonEmpty,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Direct,0,0,0,1,2,0,PASS,,
tlaplus_examples_byzpaxos/VoteProof_SafeAtProp.tla,SafeAtProp,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,12,2,4,3,17,12,FAIL,,
tlaplus_examples_byzpaxos/VoteProof_SafeAtPropPrime.tla,SafeAtPropPrime,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,2,1,5,1,5,2,FAIL,,
tlaplus_examples_byzpaxos/VoteProof_SafeLemma.tla,SafeLemma,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,22,3,6,6,48,22,FAIL,,
tlaplus_examples_byzpaxos/VoteProof_VT0.tla,VT0,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,22,4,6,6,46,22,PASS,,
tlaplus_examples_byzpaxos/VoteProof_VT0Prime.tla,VT0Prime,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,2,1,7,1,5,2,FAIL,,
tlaplus_examples_byzpaxos/VoteProof_VT1.tla,VT1,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,13,2,11,8,47,13,PASS,,
tlaplus_examples_byzpaxos/VoteProof_VT1Prime.tla,VT1Prime,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,2,1,12,1,5,2,FAIL,,
tlaplus_examples_byzpaxos/VoteProof_VT2.tla,VT2,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Direct,0,0,24,3,4,0,PASS,,
tlaplus_examples_byzpaxos/VoteProof_VT3.tla,VT3,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,28,4,32,19,75,28,FAIL,,
tlaplus_examples_byzpaxos/VoteProof_VT4.tla,VT4,source/tlaplus_examples_byzpaxos/VoteProof.tla,True,Structured,23,4,8,16,64,23,FAIL,,
tlaplus_examples_ewd687a/EWD687a_proof_Invariant1.tla,Invariant1,source/tlaplus_examples_ewd687a/EWD687a_proof.tla,True,Structured,16,3,16,17,35,16,PASS,,
tlaplus_examples_ewd687a/EWD687a_proof_NotAnEdgeNoEdge.tla,NotAnEdgeNoEdge,source/tlaplus_examples_ewd687a/EWD687a_proof.tla,True,Direct,0,0,1,2,2,0,PASS,,
tlaplus_examples_ewd687a/EWD687a_proof_Safety.tla,Safety,source/tlaplus_examples_ewd687a/EWD687a_proof.tla,True,Structured,21,3,22,14,36,21,FAIL,,
tlaplus_examples_ewd687a/EWD687a_proof_Thm_CountersConsistent.tla,Thm_CountersConsistent,source/tlaplus_examples_ewd687a/EWD687a_proof.tla,True,Direct,0,0,17,3,3,0,PASS,,
tlaplus_examples_ewd687a/EWD687a_proof_TreeInvariant.tla,TreeInvariant,source/tlaplus_examples_ewd687a/EWD687a_proof.tla,True,Structured,135,6,20,32,336,135,FAIL,,
tlaplus_examples_ewd687a/EWD687a_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_ewd687a/EWD687a_proof.tla,True,Direct,0,0,17,2,3,0,PASS,,
tlaplus_examples_ewd840/EWD840_proof_EnabledSystem.tla,EnabledSystem,source/tlaplus_examples_ewd840/EWD840_proof.tla,True,Structured,6,2,7,8,12,6,PASS,,
tlaplus_examples_ewd840/EWD840_proof_Invariant.tla,Invariant,source/tlaplus_examples_ewd840/EWD840_proof.tla,True,Structured,3,1,19,15,7,3,PASS,,
tlaplus_examples_ewd840/EWD840_proof_Live.tla,Live,source/tlaplus_examples_ewd840/EWD840_proof.tla,True,Structured,2,1,23,9,6,5,PASS,,
tlaplus_examples_ewd840/EWD840_proof_Round1.tla,Round1,source/tlaplus_examples_ewd840/EWD840_proof.tla,True,Structured,19,3,17,15,28,19,FAIL,,
